MMPID	CHR	START	STOP	SAMPLE_ID	FC_X	FC_H3	FC_K27	ABS_K4	GENE	FC_EXPRESSION
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	AP006222.2	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	AP006222.2	0
2	chr1	11093	11785	DL487	0.74	0	0	0	AP006222.2	0
2	chr1	11093	11785	DL3B538	0	0	0	0	AP006222.2	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP4-669L17.10	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP4-669L17.10	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP4-669L17.10	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP4-669L17.10	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP4-669L17.10	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP4-669L17.10	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP4-669L17.10	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP4-669L17.10	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP4-669L17.10	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP4-669L17.10	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP4-669L17.10	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP4-669L17.10	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP4-669L17.10	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP4-669L17.10	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP4-669L17.8	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP4-669L17.8	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP4-669L17.8	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP4-669L17.8	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP4-669L17.8	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP4-669L17.8	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP4-669L17.8	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP4-669L17.8	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP4-669L17.8	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP4-669L17.8	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP4-669L17.8	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP4-669L17.8	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP4-669L17.8	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP4-669L17.8	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	CICP7	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	CICP7	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	CICP7	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	CICP7	0
2	chr1	11093	11785	DL191	0	2.125	0	0	CICP7	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	CICP7	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	CICP7	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	CICP7	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	CICP7	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	CICP7	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	CICP7	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	CICP7	0
2	chr1	11093	11785	DL487	0.74	0	0	0	CICP7	0
2	chr1	11093	11785	DL3B538	0	0	0	0	CICP7	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP4-669L17.4	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP4-669L17.4	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP4-669L17.4	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP4-669L17.4	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP4-669L17.4	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP4-669L17.4	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP4-669L17.4	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP4-669L17.4	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP4-669L17.4	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP4-669L17.4	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP4-669L17.4	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP4-669L17.4	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP4-669L17.4	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP4-669L17.4	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	OR4F29	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	OR4F29	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	OR4F29	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	OR4F29	0
2	chr1	11093	11785	DL191	0	2.125	0	0	OR4F29	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	OR4F29	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	OR4F29	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	OR4F29	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	OR4F29	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	OR4F29	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	OR4F29	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	OR4F29	0
2	chr1	11093	11785	DL487	0.74	0	0	0	OR4F29	0
2	chr1	11093	11785	DL3B538	0	0	0	0	OR4F29	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	WBP1LP7	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	WBP1LP7	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	WBP1LP7	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	WBP1LP7	0
2	chr1	11093	11785	DL191	0	2.125	0	0	WBP1LP7	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	WBP1LP7	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	WBP1LP7	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	WBP1LP7	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	WBP1LP7	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	WBP1LP7	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	WBP1LP7	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	WBP1LP7	0
2	chr1	11093	11785	DL487	0.74	0	0	0	WBP1LP7	0
2	chr1	11093	11785	DL3B538	0	0	0	0	WBP1LP7	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	AL732372.1	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	AL732372.1	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	AL732372.1	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	AL732372.1	0
2	chr1	11093	11785	DL191	0	2.125	0	0	AL732372.1	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	AL732372.1	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	AL732372.1	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	AL732372.1	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	AL732372.1	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	AL732372.1	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	AL732372.1	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	AL732372.1	0
2	chr1	11093	11785	DL487	0.74	0	0	0	AL732372.1	0
2	chr1	11093	11785	DL3B538	0	0	0	0	AL732372.1	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP5-857K21.15	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP5-857K21.15	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP5-857K21.15	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP5-857K21.15	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP5-857K21.15	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP5-857K21.15	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP5-857K21.15	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP5-857K21.15	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP5-857K21.15	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP5-857K21.15	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP5-857K21.15	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP5-857K21.15	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP5-857K21.15	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP5-857K21.15	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP4-669L17.2	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP4-669L17.2	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP4-669L17.2	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP4-669L17.2	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP4-669L17.2	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP4-669L17.2	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP4-669L17.2	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP4-669L17.2	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP4-669L17.2	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP4-669L17.2	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP4-669L17.2	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP4-669L17.2	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP4-669L17.2	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP4-669L17.2	0
2	chr1	11093	11785	DL135	0.85	1.221	0.792	6.749	RP4-669L17.1	0
2	chr1	11093	11785	DL140	0	0.954	1.572	8.658	RP4-669L17.1	0
2	chr1	11093	11785	DL166	0	1.389	0	18.878	RP4-669L17.1	0
2	chr1	11093	11785	DL188	0	0.824	1.387	11.324	RP4-669L17.1	0
2	chr1	11093	11785	DL191	0	2.125	0	0	RP4-669L17.1	0
2	chr1	11093	11785	DL3A193	0	0.522	0	0	RP4-669L17.1	0
2	chr1	11093	11785	DL237	1.38	2.169	1.333	16.352	RP4-669L17.1	0
2	chr1	11093	11785	DL252	1.25	1.280	0.479	5.203	RP4-669L17.1	0
2	chr1	11093	11785	DL273	0.99	0.877	0.844	3.672	RP4-669L17.1	0
2	chr1	11093	11785	DL397	0.88	1.221	0	0	RP4-669L17.1	0
2	chr1	11093	11785	DL3A538	0.99	0.408	1.862	14.398	RP4-669L17.1	0
2	chr1	11093	11785	DL551	2.66	1.608	1.686	21.055	RP4-669L17.1	0
2	chr1	11093	11785	DL487	0.74	0	0	0	RP4-669L17.1	0
2	chr1	11093	11785	DL3B538	0	0	0	0	RP4-669L17.1	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	DDX11L1	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	DDX11L1	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	DDX11L1	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	DDX11L1	0
3	chr1	13559	14480	DL191	0	1.254	0	0	DDX11L1	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	DDX11L1	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	DDX11L1	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	DDX11L1	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	DDX11L1	0
3	chr1	13559	14480	DL397	0	1.126	0	0	DDX11L1	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	DDX11L1	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	DDX11L1	0
3	chr1	13559	14480	DL487	0	0	0	0	DDX11L1	0
3	chr1	13559	14480	DL3B538	0	0	0	0	DDX11L1	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	MIR1302-11	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	MIR1302-11	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	MIR1302-11	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	MIR1302-11	0
3	chr1	13559	14480	DL191	0	1.254	0	0	MIR1302-11	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	MIR1302-11	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	MIR1302-11	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	MIR1302-11	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	MIR1302-11	0
3	chr1	13559	14480	DL397	0	1.126	0	0	MIR1302-11	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	MIR1302-11	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	MIR1302-11	0
3	chr1	13559	14480	DL487	0	0	0	0	MIR1302-11	0
3	chr1	13559	14480	DL3B538	0	0	0	0	MIR1302-11	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	WASH7P	2.011
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	WASH7P	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	WASH7P	1.229
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	WASH7P	0
3	chr1	13559	14480	DL191	0	1.254	0	0	WASH7P	0.542
3	chr1	13559	14480	DL3A193	0	0.453	0	0	WASH7P	0.691
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	WASH7P	1.192
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	WASH7P	0.847
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	WASH7P	0
3	chr1	13559	14480	DL397	0	1.126	0	0	WASH7P	0.897
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	WASH7P	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	WASH7P	0.392
3	chr1	13559	14480	DL487	0	0	0	0	WASH7P	0
3	chr1	13559	14480	DL3B538	0	0	0	0	WASH7P	0.484
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	FAM138A	0.491
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	FAM138A	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	FAM138A	0.211
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	FAM138A	0
3	chr1	13559	14480	DL191	0	1.254	0	0	FAM138A	1.235
3	chr1	13559	14480	DL3A193	0	0.453	0	0	FAM138A	0.446
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	FAM138A	0.207
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	FAM138A	0.212
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	FAM138A	0
3	chr1	13559	14480	DL397	0	1.126	0	0	FAM138A	0.484
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	FAM138A	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	FAM138A	0.551
3	chr1	13559	14480	DL487	0	0	0	0	FAM138A	0
3	chr1	13559	14480	DL3B538	0	0	0	0	FAM138A	0.357
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	OR4G4P	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	OR4G4P	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	OR4G4P	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	OR4G4P	0
3	chr1	13559	14480	DL191	0	1.254	0	0	OR4G4P	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	OR4G4P	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	OR4G4P	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	OR4G4P	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	OR4G4P	0
3	chr1	13559	14480	DL397	0	1.126	0	0	OR4G4P	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	OR4G4P	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	OR4G4P	0
3	chr1	13559	14480	DL487	0	0	0	0	OR4G4P	0
3	chr1	13559	14480	DL3B538	0	0	0	0	OR4G4P	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	OR4G11P	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	OR4G11P	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	OR4G11P	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	OR4G11P	0
3	chr1	13559	14480	DL191	0	1.254	0	0	OR4G11P	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	OR4G11P	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	OR4G11P	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	OR4G11P	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	OR4G11P	0
3	chr1	13559	14480	DL397	0	1.126	0	0	OR4G11P	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	OR4G11P	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	OR4G11P	0
3	chr1	13559	14480	DL487	0	0	0	0	OR4G11P	0
3	chr1	13559	14480	DL3B538	0	0	0	0	OR4G11P	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	OR4F5	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	OR4F5	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	OR4F5	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	OR4F5	0
3	chr1	13559	14480	DL191	0	1.254	0	0	OR4F5	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	OR4F5	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	OR4F5	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	OR4F5	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	OR4F5	0
3	chr1	13559	14480	DL397	0	1.126	0	0	OR4F5	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	OR4F5	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	OR4F5	0
3	chr1	13559	14480	DL487	0	0	0	0	OR4F5	0
3	chr1	13559	14480	DL3B538	0	0	0	0	OR4F5	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP11-34P13.8	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP11-34P13.8	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP11-34P13.8	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP11-34P13.8	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP11-34P13.8	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP11-34P13.8	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP11-34P13.8	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP11-34P13.8	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP11-34P13.8	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP11-34P13.8	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP11-34P13.8	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP11-34P13.8	0
3	chr1	13559	14480	DL487	0	0	0	0	RP11-34P13.8	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP11-34P13.8	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	CICP27	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	CICP27	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	CICP27	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	CICP27	0
3	chr1	13559	14480	DL191	0	1.254	0	0	CICP27	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	CICP27	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	CICP27	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	CICP27	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	CICP27	0
3	chr1	13559	14480	DL397	0	1.126	0	0	CICP27	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	CICP27	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	CICP27	0
3	chr1	13559	14480	DL487	0	0	0	0	CICP27	0
3	chr1	13559	14480	DL3B538	0	0	0	0	CICP27	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP11-34P13.7	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP11-34P13.7	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP11-34P13.7	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP11-34P13.7	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP11-34P13.7	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP11-34P13.7	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP11-34P13.7	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP11-34P13.7	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP11-34P13.7	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP11-34P13.7	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP11-34P13.7	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP11-34P13.7	0
3	chr1	13559	14480	DL487	0	0	0	0	RP11-34P13.7	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP11-34P13.7	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP11-34P13.15	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP11-34P13.15	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP11-34P13.15	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP11-34P13.15	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP11-34P13.15	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP11-34P13.15	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP11-34P13.15	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP11-34P13.15	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP11-34P13.15	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP11-34P13.15	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP11-34P13.15	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP11-34P13.15	0
3	chr1	13559	14480	DL487	0	0	0	0	RP11-34P13.15	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP11-34P13.15	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP11-34P13.16	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP11-34P13.16	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP11-34P13.16	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP11-34P13.16	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP11-34P13.16	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP11-34P13.16	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP11-34P13.16	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP11-34P13.16	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP11-34P13.16	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP11-34P13.16	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP11-34P13.16	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP11-34P13.16	0
3	chr1	13559	14480	DL487	0	0	0	0	RP11-34P13.16	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP11-34P13.16	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	AL627309.1	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	AL627309.1	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	AL627309.1	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	AL627309.1	0
3	chr1	13559	14480	DL191	0	1.254	0	0	AL627309.1	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	AL627309.1	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	AL627309.1	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	AL627309.1	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	AL627309.1	0
3	chr1	13559	14480	DL397	0	1.126	0	0	AL627309.1	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	AL627309.1	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	AL627309.1	0
3	chr1	13559	14480	DL487	0	0	0	0	AL627309.1	0
3	chr1	13559	14480	DL3B538	0	0	0	0	AL627309.1	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP11-34P13.14	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP11-34P13.14	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP11-34P13.14	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP11-34P13.14	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP11-34P13.14	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP11-34P13.14	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP11-34P13.14	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP11-34P13.14	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP11-34P13.14	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP11-34P13.14	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP11-34P13.14	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP11-34P13.14	0
3	chr1	13559	14480	DL487	0	0	0	0	RP11-34P13.14	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP11-34P13.14	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	Y_RNA	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	Y_RNA	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	Y_RNA	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	Y_RNA	0
3	chr1	13559	14480	DL191	0	1.254	0	0	Y_RNA	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	Y_RNA	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	Y_RNA	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	Y_RNA	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	Y_RNA	0
3	chr1	13559	14480	DL397	0	1.126	0	0	Y_RNA	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	Y_RNA	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	Y_RNA	0
3	chr1	13559	14480	DL487	0	0	0	0	Y_RNA	0
3	chr1	13559	14480	DL3B538	0	0	0	0	Y_RNA	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RNU6-1100P	0
